Word,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,Bigram,Conc.M,Conc.SD,Unknown,Total,Percent_known,SUBTLEX,Dom_Pos,mean_Clusters
debate,4,2,3,2,4,10,2,4,2,6,4,2,8,2,2,2,2,6,9,4,2,2,2,3,2,0,3.18,1.36,0,28,1,474,Noun,3.64
decide,9,2,2,3,3,3,3,5,7,9,9,5,8,2,2,10,5,4,2,2,9,2,10,4,10,0,1.92,1.25,0,27,1,2571,Verb,5.2
declaration,2,3,5,3,2,3,2,2,5,3,8,4,2,2,5,3,2,2,2,2,2,3,3,3,2,0,2.52,1.5,0,28,1,180,Noun,3
declare,5,5,5,3,2,5,3,2,4,5,2,2,2,4,3,5,3,3,5,5,2,2,4,2,5,0,2,1.28,0,27,1,386,Verb,3.52
decline,2,3,3,2,2,3,3,2,2,2,2,2,6,9,2,2,2,9,8,2,5,2,3,2,3,0,2.76,1.3,0,27,1,152,Verb,3.32
deep,2,6,3,5,6,9,8,2,2,2,6,2,2,4,3,2,2,3,2,2,2,3,2,5,8,0,3.38,1.35,0,31,1,3896,Adjective,3.72
defend,10,3,5,2,2,5,5,10,9,2,5,5,10,6,2,2,2,3,6,2,2,6,2,4,2,0,2.31,1.34,0,27,1,959,Verb,4.48
defense,10,2,3,4,3,4,4,2,2,2,7,3,2,4,6,7,4,2,2,2,2,3,2,3,4,0,2.45,1.43,0,28,1,1665,Noun,3.56
degree,2,2,8,2,2,4,2,2,2,2,3,2,2,2,2,2,7,9,4,4,2,2,2,3,2,0,3,1.66,0,28,1,759,Noun,3.04
delay,5,8,2,2,6,2,10,4,2,2,9,2,2,7,5,2,8,2,5,10,8,9,2,4,7,0,2.79,1.54,0,28,1,562,Noun,5
delegate,2,2,2,4,2,3,2,5,2,3,2,3,2,2,4,2,2,2,3,2,4,2,2,6,6,0,3.07,1.47,1,28,0.964285714,73,Noun,2.84
deliver,10,2,2,2,2,3,2,3,2,7,3,2,2,4,2,9,4,2,2,3,8,4,6,3,4,0,3.12,1.42,0,28,1,1446,Verb,3.72
demand,6,6,4,4,4,2,3,4,5,2,2,2,6,4,2,4,2,2,4,6,3,2,5,2,4,0,2.2,1.27,0,27,1,873,Verb,3.6
demonstration,2,2,6,7,2,7,2,2,7,2,3,2,5,8,6,7,4,2,2,2,2,3,5,2,2,0,3.75,1.17,0,29,1,366,Noun,3.76
department,8,2,4,6,2,4,3,4,2,2,4,7,9,6,2,3,3,2,3,8,2,2,4,3,5,0,3.3,1.44,0,28,1,3256,Noun,4
design,2,2,6,5,3,4,2,3,6,2,2,2,3,2,2,9,2,10,3,8,2,3,2,3,4,0,3.27,1.59,0,28,1,826,Noun,3.68
desire,8,2,2,2,2,6,7,2,4,2,4,2,3,4,2,3,2,4,2,2,3,3,3,3,8,0,1.7,1.26,0,28,1,1034,Noun,3.4
destruction,7,8,8,10,2,3,5,5,5,2,3,6,3,8,3,7,2,2,7,4,3,2,8,2,2,0,3.21,1.17,0,28,1,587,Noun,4.68
detail,7,2,2,5,2,2,3,3,4,3,2,5,3,3,2,2,9,4,5,4,2,7,2,9,3,0,2.5,1.2,0,28,1,989,Noun,3.8
determination,9,2,2,2,2,2,6,6,4,2,3,2,2,2,4,2,2,2,9,3,3,4,9,2,2,0,1.7,1.1,0,28,1,142,Noun,3.52
determine,6,2,4,9,2,5,2,2,2,2,2,5,2,2,2,2,2,6,6,5,7,4,4,8,4,0,2.13,1.22,0,27,1,428,Verb,3.88
devastating,3,2,2,6,2,2,4,2,2,3,2,3,4,2,3,7,2,2,3,3,2,4,3,3,4,0,2.1,1.14,0,30,1,139,Adjective,3
develop,3,3,3,2,5,4,7,2,2,2,2,2,2,4,3,2,2,2,4,10,2,2,7,2,3,0,1.87,0.94,0,27,1,490,Verb,3.28
device,4,4,3,3,3,3,5,2,4,3,2,4,3,2,5,2,4,6,3,2,3,3,3,3,3,0,3.97,1.33,0,29,1,926,Noun,3.28
difference,4,9,3,3,7,4,2,3,2,2,2,2,2,2,10,2,4,9,9,2,4,6,2,5,4,0,2.15,1.19,0,28,1,4066,Noun,4.16
direct,2,2,4,4,4,3,4,4,3,2,5,10,4,2,2,3,6,3,3,2,4,5,2,4,2,0,2.15,1.32,0,30,1,1226,Adjective,3.56
direction,3,5,3,4,6,9,5,7,5,2,3,2,7,2,6,3,2,2,5,2,4,4,2,3,3,0,2.79,1.08,0,28,1,1228,Noun,3.96
director,2,2,3,2,2,3,3,2,3,2,3,6,9,2,2,2,3,7,2,2,3,2,5,4,6,0,4.04,1.1,0,29,1,1834,Noun,3.28
discharge,6,8,7,5,5,5,4,2,4,2,2,2,2,6,2,3,3,4,2,3,9,4,2,2,4,0,3.83,1.32,0,29,1,327,Noun,3.92
discipline,2,4,6,3,2,6,2,4,3,2,4,5,5,3,6,5,2,4,4,5,5,2,4,3,4,0,2.24,1.24,1,28,0.966666667,462,Noun,3.8
discovery,4,5,2,3,4,4,4,3,2,5,2,2,4,2,4,3,4,3,5,5,5,2,4,5,3,0,2.36,1.42,0,28,1,584,Noun,3.56
discrimination,4,5,2,2,3,5,4,5,5,8,3,2,4,3,3,9,5,4,6,8,6,2,2,2,3,0,2.29,1.18,0,28,1,111,Noun,4.2
displacement,7,2,2,5,8,3,3,3,5,9,2,8,2,3,6,8,2,6,2,9,3,9,10,7,10,0,2.72,1.39,0,28,1,43,Noun,5.36
disposal,2,7,4,5,8,7,9,6,2,8,4,4,5,2,8,8,7,2,6,6,10,2,10,10,10,0,2.89,1.53,0,28,1,250,Noun,6.08
divide,2,4,2,2,4,4,2,2,5,2,2,5,2,2,4,3,4,4,3,2,2,2,4,3,3,0,2.86,1.36,0,28,1,298,Verb,2.96
division,5,6,4,4,3,6,4,7,2,7,2,2,2,2,2,2,2,2,2,6,6,2,2,4,7,0,2.8,1.35,0,28,1,946,Noun,3.72
do,6,6,4,4,2,2,4,6,2,4,3,4,8,3,5,5,5,6,4,3,5,5,4,6,5,0,2.46,1.57,0,27,1,312915,Verb,4.44
doctor,4,6,7,4,7,3,2,5,2,2,6,3,3,3,3,3,3,2,5,5,2,3,3,3,2,0,4.69,0.81,0,29,1,13461,Noun,3.64
domestic,8,2,4,2,6,2,2,4,2,2,4,3,2,4,7,2,2,3,7,3,3,2,4,3,5,0,2.57,1.23,0,30,1,351,Adjective,3.52
donor,2,10,2,3,2,7,3,6,6,2,2,3,4,6,3,2,7,2,2,5,6,9,2,3,2,0,3.54,1.3,0,29,1,208,Noun,4.04
double,5,4,2,3,3,2,4,4,10,7,9,2,8,2,2,2,2,9,9,3,5,2,2,2,6,0,3.37,1.35,0,31,1,3198,Adjective,4.36
down,8,2,4,5,2,4,6,2,9,5,2,2,10,6,4,2,6,4,8,2,2,7,9,2,2,0,3.52,1.5,1,30,0.966666667,76004,Adverb,4.6
draft,7,8,2,6,4,6,5,6,5,9,3,2,6,8,4,7,3,5,6,5,4,2,7,5,6,0,3.15,1.16,0,28,1,371,Noun,5.24
drafting,8,2,2,8,2,4,5,2,2,2,6,2,2,2,5,5,2,7,2,2,7,2,3,3,5,0,3.48,1.5,0,28,1,22,Verb,3.68
draw,5,10,4,7,8,7,4,6,6,7,3,4,4,2,2,2,7,3,4,6,8,2,9,8,2,0,3.97,1.1,0,28,1,2061,Verb,5.2
drawing,5,5,8,9,9,5,6,2,2,2,7,10,2,5,4,3,3,10,4,3,3,2,2,3,3,0,4.6,0.89,0,28,1,817,Verb,4.68
dream,5,2,3,2,2,3,3,2,3,3,2,2,2,2,2,3,2,2,4,5,2,4,2,3,5,0,2.6,1.52,0,28,1,6798,Noun,2.8
drive,4,8,8,6,7,5,5,4,4,2,8,3,6,5,6,2,4,4,6,5,2,3,2,3,8,0,3.86,1.21,0,28,1,7810,Verb,4.8
drop,8,2,2,3,3,2,2,4,3,7,2,5,3,2,7,2,2,3,2,2,2,5,2,2,2,0,4.21,1.32,0,28,1,6661,Verb,3.16
duration,3,5,9,3,7,2,4,3,2,2,2,2,2,2,10,2,4,2,2,6,2,7,2,5,2,0,2.08,1.02,0,28,1,81,Noun,3.68
duty,3,4,5,2,3,4,4,3,4,2,2,4,4,2,2,2,4,2,5,3,2,3,2,2,2,0,2.19,1.36,0,28,1,2599,Noun,3
early,4,4,5,5,2,4,6,2,2,4,2,2,5,2,6,5,2,2,8,5,2,4,2,2,3,0,2.25,1.38,0,30,1,5510,Adverb,3.6
earth,10,6,6,7,2,7,10,3,10,9,8,2,3,9,9,2,7,10,2,10,2,2,10,2,8,0,4.8,0.55,0,29,1,5074,Noun,6.24
east,8,7,2,3,8,2,3,2,3,9,2,5,5,7,2,2,10,2,3,5,2,8,6,5,4,0,3.04,1.59,0,28,1,2527,Noun,4.6
easy,7,3,4,3,9,2,2,2,8,8,5,2,2,2,2,5,2,2,2,9,2,6,2,3,2,0,2.07,1.41,0,30,1,13551,Adjective,3.84
economic,4,5,4,5,2,8,4,4,4,3,2,5,3,5,6,10,7,3,3,3,2,6,3,5,4,0,2.2,1.32,0,30,1,253,Adjective,4.4
educate,6,7,8,3,2,6,3,3,2,3,4,6,3,4,3,6,8,4,5,8,2,6,2,4,7,0,2.12,1.21,2,27,0.928571429,104,Verb,4.6
education,3,2,8,3,4,3,5,2,5,6,2,3,2,4,3,3,2,3,2,2,9,3,4,2,5,0,2.93,1.34,0,28,1,996,Noun,3.6
educational,4,2,3,2,2,3,2,5,2,2,8,6,3,2,3,3,2,2,2,5,3,6,6,3,2,0,2.1,1.24,0,30,1,167,Adjective,3.32
effect,5,5,7,3,3,5,2,3,5,2,4,3,2,2,4,3,5,2,2,3,5,7,2,6,5,0,1.8,1.19,0,28,1,1219,Noun,3.8
effective,5,2,7,5,3,8,4,2,7,5,2,3,2,2,2,3,3,4,7,6,4,2,4,5,2,0,2.04,1.37,0,30,1,536,Adjective,3.96
elaborate,6,7,5,2,4,2,2,3,2,6,3,2,5,3,4,2,3,3,2,4,3,2,5,4,3,0,2.68,1.39,1,30,0.965517241,242,Adjective,3.48
election,5,4,7,2,2,8,10,3,5,2,2,3,2,9,10,2,4,3,2,5,2,2,3,5,2,0,3.17,1.42,0,28,1,560,Noun,4.16
electricity,2,3,3,2,4,3,5,4,5,2,7,3,3,6,2,7,3,2,3,8,3,2,4,3,2,0,3.9,1.4,0,29,1,584,Noun,3.64
eliminate,2,4,8,6,5,2,5,3,3,6,8,2,3,2,3,2,3,2,3,2,3,2,4,7,2,0,2.77,1.45,2,27,0.928571429,305,Verb,3.68
emergence,3,5,8,3,7,3,2,4,8,2,2,2,2,10,3,4,4,3,3,7,6,2,9,6,3,0,2.56,1.23,2,28,0.925925926,10,Noun,4.44
emphasis,3,7,7,2,2,5,3,4,7,3,3,2,5,3,6,4,7,2,3,2,2,4,4,3,4,0,2.12,1.24,0,28,1,65,Noun,3.88
encourage,7,4,5,2,2,4,4,3,6,5,5,3,2,2,2,2,2,3,4,3,2,3,2,2,3,0,2.61,1.34,0,27,1,308,Verb,3.28
end,7,4,5,5,5,4,5,5,6,9,6,9,2,7,6,5,4,4,6,5,2,4,4,5,3,0,3.14,1.63,0,28,1,13559,Noun,5.08
endeavor,3,9,9,2,2,5,2,2,2,3,5,3,3,2,3,3,2,3,3,2,4,6,2,7,3,0,2.21,1.1,0,28,1,76,Noun,3.6
energy,3,4,7,3,2,4,6,6,2,4,5,2,2,6,2,3,3,3,4,3,3,2,3,4,2,0,3.11,1.48,0,28,1,1678,Noun,3.52
engage,10,2,2,2,2,3,3,3,7,3,5,2,2,5,2,7,5,2,2,2,2,2,7,2,5,0,2.07,1.28,0,27,1,314,Verb,3.56
engagement,2,2,2,4,2,4,2,7,9,4,6,2,9,2,2,5,4,5,2,10,4,2,2,5,3,0,2.75,1.46,0,28,1,666,Noun,4.04
enhance,2,5,8,2,5,5,6,10,3,3,2,2,7,7,3,2,7,8,5,2,3,4,2,2,7,0,2.21,1.34,0,27,1,125,Verb,4.48
enjoy,2,10,2,2,9,6,6,2,4,2,5,2,2,3,3,3,2,7,9,4,2,3,4,2,3,0,2.29,1.54,0,27,1,4222,Verb,3.96
enough,5,5,2,9,2,4,3,2,8,8,2,2,2,3,7,4,6,2,2,2,6,3,3,4,4,0,1.33,0.68,0,29,1,25568,Adverb,4
enter,4,8,3,8,6,4,7,6,3,10,4,10,2,7,2,7,8,3,2,4,2,3,3,2,2,0,3.12,1.21,0,28,1,1516,Verb,4.8
entire,3,2,3,6,5,9,5,2,2,7,8,7,3,10,2,8,2,3,4,3,2,2,9,2,2,0,2.03,1.1,0,30,1,4070,Adjective,4.44
entry,4,5,2,3,10,3,5,2,4,7,2,2,7,5,2,3,2,10,10,2,2,2,2,3,2,0,3.62,1.52,0,29,1,620,Noun,4.04
environment,6,2,7,5,9,9,4,4,3,2,7,7,5,5,5,4,9,2,3,4,5,4,2,4,2,0,3.74,1.46,0,29,1,652,Noun,4.76
epidemic,3,5,4,5,2,6,5,6,2,2,3,2,5,6,4,4,2,3,5,6,4,5,3,6,2,0,3.23,1.28,0,28,1,174,Noun,4
essential,2,9,4,3,3,4,5,4,3,4,3,2,2,3,3,2,2,2,2,2,2,6,5,2,3,0,1.52,0.8,0,30,1,247,Adjective,3.28
establish,2,4,5,8,6,9,4,7,5,2,2,4,5,3,9,3,7,10,7,5,3,2,7,4,3,0,2,1.19,0,27,1,323,Verb,5.04
establishment,3,6,2,5,2,4,2,5,3,2,6,5,2,2,2,2,2,2,2,2,2,2,3,3,3,0,3.48,1.34,0,29,1,210,Noun,2.96
estimate,6,4,3,3,2,2,3,4,3,3,2,6,2,2,2,5,2,3,2,2,5,2,2,5,3,0,2.65,1.13,0,28,1,243,Noun,3.12
ethical,5,5,2,2,3,2,6,5,2,4,7,5,2,4,2,3,6,2,5,3,3,2,7,6,5,0,1.3,0.67,0,30,1,139,Adjective,3.92
evaluation,7,2,4,6,2,5,6,2,3,7,5,3,2,3,8,2,2,2,5,4,2,3,6,3,3,0,3,1.35,1,28,0.958333333,225,Noun,3.88
even,6,2,7,9,2,8,3,5,2,9,2,8,4,2,5,2,7,4,4,5,4,5,4,2,4,0,2.79,1.1,0,30,1,44672,Adverb,4.6
ever,3,2,4,3,3,8,5,2,4,8,2,2,2,2,2,3,9,3,5,2,4,2,2,4,4,0,1.48,0.85,0,29,1,36170,Adverb,3.6
evidence,4,4,4,4,4,4,3,5,3,2,2,8,5,2,4,3,7,2,2,7,3,3,2,2,2,0,3.65,1.29,0,29,1,4335,Noun,3.64
evil,9,2,7,4,6,7,5,4,4,10,5,9,3,2,9,9,3,2,5,3,10,9,2,2,9,0,1.93,1.44,0,30,1,3731,Adjective,5.6
exact,2,2,3,2,4,4,2,2,3,2,5,4,2,3,5,5,2,4,4,3,4,2,2,6,2,0,2.54,1.37,0,30,1,1154,Adjective,3.16
examine,2,4,3,2,5,3,10,5,4,2,8,5,2,4,3,3,5,3,3,3,2,3,2,2,5,0,2.86,1.27,0,28,1,504,Verb,3.72
example,6,2,2,2,4,3,4,3,5,4,3,9,4,2,2,5,4,3,5,2,7,3,7,3,4,0,3.03,1.45,0,28,1,1527,Noun,3.92
exceed,2,10,8,5,2,3,2,9,8,8,2,3,2,2,4,2,4,4,4,3,3,2,3,2,3,0,1.76,1.15,0,27,1,64,Verb,4
except,2,4,2,2,6,3,5,3,4,3,2,9,2,3,3,2,2,2,3,2,5,2,2,3,2,0,1.48,0.75,0,29,1,5696,Conjunction,3.12
exception,7,3,9,2,6,2,3,2,5,9,5,7,2,2,2,2,3,2,10,7,2,5,2,2,2,0,1.85,1.06,0,28,1,409,Noun,4.12
excess,4,2,2,7,4,3,2,2,2,2,6,2,6,3,2,7,6,7,2,2,3,4,3,2,5,0,2.5,1.29,0,30,1,156,Adjective,3.6
exchange,6,6,2,4,3,4,6,7,2,2,8,3,2,2,3,6,2,2,3,3,2,3,2,3,2,0,2.74,1.43,0,28,1,1031,Noun,3.52
executive,2,7,3,8,2,7,3,2,5,5,3,7,2,2,5,4,2,2,3,2,2,6,3,4,2,0,4,1.3,1,29,0.962962963,541,Noun,3.72
exercise,10,4,2,3,3,2,5,4,2,2,2,4,7,7,4,2,4,4,4,4,3,2,2,2,4,0,3.87,1.2,0,29,1,904,Noun,3.68
expand,2,4,6,3,5,10,9,5,3,3,5,3,6,6,2,2,2,2,3,3,7,6,2,4,3,0,3.36,1.42,0,28,1,178,Verb,4.24
expense,10,7,2,10,4,2,3,3,3,4,10,5,5,3,3,5,8,6,4,2,2,2,2,7,8,0,2.57,1.43,0,28,1,380,Noun,4.8
experience,8,7,7,8,3,6,2,6,5,9,5,8,4,2,7,4,4,2,6,4,5,7,6,5,3,0,1.8,1,0,28,1,3088,Noun,5.32
expert,9,5,6,2,10,2,3,4,2,2,8,8,9,3,4,10,3,9,2,2,3,3,3,2,2,0,2.85,1.52,0,28,1,1128,Noun,4.64
explain,3,2,4,2,10,2,6,2,2,4,9,3,7,2,6,9,10,2,5,8,2,6,4,2,3,0,1.97,1.05,0,27,1,5670,Verb,4.6
explanation,4,3,2,9,3,2,2,5,9,7,2,5,2,2,2,3,2,4,2,10,2,2,5,7,2,0,1.87,1.02,0,28,1,1023,Noun,3.92
exploration,3,9,6,7,5,5,7,10,7,2,8,2,2,2,6,5,6,4,5,6,2,5,10,2,5,0,2.83,1.34,0,28,1,96,Noun,5.24
explore,2,9,2,4,3,9,4,10,3,2,9,9,3,2,2,2,2,2,2,7,5,2,4,2,2,0,2.9,1.26,0,28,1,317,Verb,4.12
express,4,4,4,2,3,2,3,7,3,2,5,2,2,3,8,2,4,9,3,2,2,2,6,3,2,0,2.21,1.15,0,27,1,914,Verb,3.56
expression,4,4,4,9,2,4,3,2,8,4,10,2,10,2,7,4,8,3,5,3,6,4,2,5,2,0,2.54,1.37,0,28,1,651,Noun,4.68
extend,4,3,2,2,3,6,4,6,2,9,3,3,4,3,2,2,2,2,8,2,3,7,4,2,2,0,2.93,1.23,0,28,1,327,Verb,3.6
extension,5,6,3,2,7,6,3,2,2,4,10,2,9,8,5,4,3,10,2,3,10,2,3,2,8,0,2.93,1.25,0,28,1,275,Noun,4.84
extreme,2,7,4,7,4,7,3,7,3,4,2,2,3,6,6,2,5,3,4,4,4,5,3,4,2,0,1.96,1.13,0,30,1,558,Adjective,4.12
face,2,3,9,2,2,10,2,5,5,3,9,3,3,5,2,6,3,8,4,9,2,6,7,5,3,0,4.87,0.43,0,29,1,14747,Noun,4.72
factor,4,3,4,2,3,3,3,3,4,5,9,6,3,5,3,2,2,5,4,3,5,5,2,5,2,0,2.79,1.45,1,28,0.965517241,370,Noun,3.8
fail,3,5,2,9,9,3,9,3,3,2,4,2,3,2,6,6,2,2,6,8,4,7,2,10,2,0,3,1.44,0,28,1,1254,Verb,4.56
failure,2,3,10,3,4,4,2,6,3,3,2,3,4,10,2,5,5,5,9,6,4,7,3,2,2,0,2.08,1.06,0,28,1,1021,Noun,4.36
fall,5,4,7,9,10,6,4,4,10,3,10,2,2,7,7,2,2,7,8,8,5,10,7,6,2,0,4.04,1.08,0,28,1,6044,Verb,5.88
familiar,5,2,5,4,2,5,2,4,2,2,10,4,4,2,3,2,4,3,2,2,2,8,2,7,7,0,2.03,1.15,0,30,1,1760,Adjective,3.8
family,2,8,4,5,3,5,4,2,2,2,2,5,2,2,5,4,4,4,2,2,8,2,4,4,2,0,4.23,0.86,0,29,1,18067,Noun,3.56
far,4,6,2,5,7,4,2,4,2,7,2,3,6,5,4,2,2,6,2,7,8,6,6,2,3,0,2.71,1.38,1,30,0.965517241,11259,Adverb,4.28
father,2,2,2,6,5,9,3,9,3,4,6,8,2,10,3,3,4,9,5,8,2,2,10,4,4,0,4.52,1.02,0,29,1,28279,Noun,5
favor,3,6,2,5,4,6,4,3,3,2,3,9,2,2,2,9,4,5,2,4,4,5,3,2,2,0,2.07,1.19,0,28,1,3609,Noun,3.84
fear,2,3,4,2,2,3,2,2,2,3,2,2,2,2,2,10,2,4,3,2,2,2,3,2,4,0,2.57,1.48,0,28,1,3523,Noun,2.76
feature,3,4,4,4,4,2,3,4,2,7,3,5,4,3,3,4,4,2,5,2,2,2,2,3,4,0,2.96,1.35,0,28,1,298,Noun,3.4
feed,3,5,4,6,6,4,2,5,6,2,7,7,4,2,3,5,4,7,2,2,2,6,2,2,2,0,4.17,1.18,0,28,1,2162,Verb,4
feel,5,2,9,3,10,3,4,5,2,3,2,3,6,2,3,6,2,2,2,2,5,3,10,5,2,0,2.28,1.41,0,27,1,31989,Verb,4.04
field,3,2,8,4,3,3,7,7,6,5,2,2,6,2,2,4,3,5,3,3,3,2,6,6,5,0,4.26,1.02,0,29,1,3580,Noun,4.08
fight,2,5,2,6,3,4,4,3,7,9,2,3,4,2,2,8,3,10,8,2,2,7,3,5,3,0,4.2,0.82,0,28,1,10255,Verb,4.36
figure,6,2,2,2,2,3,2,3,4,3,9,2,3,2,8,4,3,2,2,2,2,2,3,2,6,0,3.63,1.11,0,28,1,6598,Verb,3.24
file,3,2,3,5,3,9,2,2,3,2,2,8,2,7,3,5,2,2,3,2,2,2,2,3,2,0,4.41,0.8,0,29,1,2246,Noun,3.24
fill,7,5,2,10,8,4,5,3,4,9,2,7,2,2,9,3,2,7,2,2,5,7,6,3,7,0,3.32,1.25,0,28,1,2241,Verb,4.92
filling,3,3,3,2,2,4,3,2,2,3,3,3,2,2,2,5,4,3,4,4,3,3,2,2,2,0,3.84,1.21,0,28,1,494,Verb,2.84
final,9,3,4,6,2,10,5,2,4,2,2,5,6,2,5,4,7,3,3,2,2,6,2,6,6,0,2.67,1.39,0,30,1,2533,Adjective,4.32
finally,9,5,3,4,3,2,3,2,3,5,2,4,4,5,5,7,4,5,2,2,5,2,4,2,7,0,1.67,0.96,0,29,1,5989,Adverb,3.96
finance,2,3,9,3,4,4,3,8,2,4,10,6,8,5,2,4,4,2,4,2,4,2,3,3,7,0,3.36,1.34,0,29,1,273,Noun,4.32
find,3,3,2,5,2,4,2,8,4,2,4,2,2,3,2,3,2,2,2,2,3,2,2,5,6,0,2.63,1.5,0,27,1,42379,Verb,3.08
finding,2,7,2,2,9,2,2,8,3,2,2,2,8,9,2,3,2,2,4,2,2,2,2,3,3,0,2.89,1.52,0,28,1,1935,Verb,3.48
fine,6,2,3,10,2,3,4,2,2,2,3,6,2,5,3,3,8,2,4,3,2,2,9,9,7,0,2.61,1.47,0,30,1,30502,Adjective,4.16
fire,6,3,2,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,2,2,2,2,3,3,0,4.68,0.75,0,29,1,10990,Noun,2.6
firm,5,2,10,8,9,5,5,10,6,3,5,3,2,2,2,2,7,2,5,2,6,2,2,5,2,0,3.54,1.37,1,29,0.965517241,1799,Noun,4.48
first,3,3,4,4,8,6,3,4,4,4,4,4,3,4,6,3,3,5,5,2,5,2,2,3,3,0,2.76,1.43,0,28,1,42869,Number,3.88
fish,6,3,9,4,2,2,3,9,5,3,2,9,9,9,7,2,9,3,9,9,2,3,2,6,2,0,5,0,0,29,1,4258,Noun,5.16
fit,6,2,3,3,2,3,2,3,5,7,7,2,4,2,7,6,2,6,4,7,2,2,3,2,3,0,2.7,1.34,0,27,1,2937,Verb,3.8
flag,5,3,3,2,3,4,2,3,2,2,2,2,2,4,2,2,2,2,2,2,2,4,4,3,3,0,4.79,0.62,0,29,1,892,Noun,2.68
flight,2,3,6,4,3,4,6,9,2,3,3,5,3,2,9,2,3,10,2,8,2,2,6,3,10,0,3.9,1.29,0,29,1,3044,Noun,4.48
floor,2,7,2,4,3,7,2,2,2,4,4,8,3,2,4,2,9,2,9,2,2,5,2,2,2,0,4.8,0.81,0,29,1,5132,Noun,3.72
flow,2,2,4,4,2,5,2,10,10,3,10,6,6,2,10,2,4,3,2,3,5,7,3,2,6,0,3.72,1.28,0,29,1,701,Noun,4.6
focus,3,7,4,3,2,4,2,2,6,5,2,2,4,2,2,3,2,3,4,3,2,4,4,6,4,0,2.35,1.25,0,27,1,1499,Verb,3.4
follow,6,3,3,9,6,2,9,6,10,2,3,5,2,5,5,3,8,2,3,2,7,2,2,4,4,0,3.26,1.35,0,28,1,6283,Verb,4.52
food,10,4,2,2,3,5,4,9,6,9,7,2,6,5,5,2,3,3,3,4,2,3,4,6,2,0,4.8,0.82,0,29,1,7876,Noun,4.44
force,8,6,3,7,4,5,3,5,6,4,5,2,4,2,3,7,7,4,5,4,2,5,7,5,6,0,3,1.44,0,28,1,3604,Noun,4.76
